,title,category,url,episodes,aired,ended
2422,Tsuru ni Notte: Tomoko no Bouken,movie,https://anidb.net/anime/3694,1,1993-07-17,1993-07-17
2423,Sore Ike! Anpanman: Kyouryuu Nosshi no Daibouken,movie,https://anidb.net/anime/7549,1,1993-07-17,1993-07-17
2424,Kiki to Lala no Hansel to Gretel,special,https://anidb.net/anime/8239,1,1993-07-21,1993-07-21
2425,Hello Kitty no Shirayuki Hime,special,https://anidb.net/anime/7778,1,1993-07-21,1993-07-21
2426,Oedo wa Nemurenai!,special,https://anidb.net/anime/2750,1,1993-07-23,1993-07-23
2427,Lupin Sansei: Lupin Ansatsu Shirei,special,https://anidb.net/anime/986,1,1993-07-23,1993-07-23
2428,Mellow,special,https://anidb.net/anime/7048,1,1993-07-23,1993-07-23
2429,Crayon Shin-chan: Action Kamen vs Haigure Maou,movie,https://anidb.net/anime/4624,1,1993-07-24,1993-07-24
2430,Rokudenashi Blues 1993,movie,https://anidb.net/anime/6813,1,1993-07-24,1993-07-24
2431,Naniwa Yuukyouden: Kanketsuhen,special,https://anidb.net/anime/8187,1,1993-07-25,1993-07-25
2432,Battle Fighters Garou Densetsu 2,special,https://anidb.net/anime/2121,1,1993-07-31,1993-07-31
2433,Hiroshima ni Ichiban Densha ga Hashitta,special,https://anidb.net/anime/5396,1,1993-06-08,1993-06-08
2434,Kidou Keisatsu Patlabor 2 the Movie,movie,https://anidb.net/anime/395,1,1993-07-08,1993-07-08
2435,3-Choume no Tama: Uchi no Tama Shirimasenka?,special,https://anidb.net/anime/12416,3,1993-08-14,1993-08-28
2436,3-Choume no Tama: Onegai! Momo-chan o Sagashite!!,movie,https://anidb.net/anime/5334,1,1993-08-14,1993-08-14
2437,Hello Kitty no Alps no Shoujo Heidi,special,https://anidb.net/anime/7775,1,1993-08-21,1993-08-21
2438,8 Man After,special,https://anidb.net/anime/1353,4,1993-08-21,1993-11-22
2439,Casshern,special,https://anidb.net/anime/1445,4,1993-08-21,1994-02-21
2440,Kero Kero Keroppi no Gulliver no Bouken,special,https://anidb.net/anime/7795,1,1993-08-21,1993-08-21
2441,Hello Kitty no Happy! Kasou Taikai,special,https://anidb.net/anime/7783,1,1993-08-21,1993-08-21
2442,Ryuuseiki Gakusaver,special,https://anidb.net/anime/1491,3,1993-08-21,1994-03-24
2443,Kiss wa Me ni Shite,special,https://anidb.net/anime/7223,1,1993-08-27,1993-08-27
2444,Idol Boueitai Hummingbird,special,https://anidb.net/anime/840,4,1993-01-09,1995-01-12
2445,Muka Muka Paradise,series,https://anidb.net/anime/3686,51,1993-04-09,1994-08-27
2446,Ahiru no Pekkle no Aladdin to Mahou no Lamp,special,https://anidb.net/anime/7803,1,1993-09-21,1993-09-21
2447,Hello Kitty no Kaguya-hime,special,https://anidb.net/anime/7779,1,1993-09-21,1993-09-21
2448,Naniwa Kin`yuu Den: Minami no Teiou,special,https://anidb.net/anime/8987,2,1993-09-22,1994-05-27
2449,A-Girl,special,https://anidb.net/anime/5137,1,1993-09-24,1993-09-24
2450,Ningyo no Kizu,special,https://anidb.net/anime/1300,1,1993-09-24,1993-09-24
2451,Big Wars: Kami Utsu Akaki Kouya ni,special,https://anidb.net/anime/1464,1,1993-09-25,1993-09-25
2452,Tenchi Muyou! Ryououki Omatsuri Zen`ya no Yoru!,special,https://anidb.net/anime/2508,1,1993-09-25,1993-09-25
2453,Youseiki Suikoden: Masei Kourin,special,https://anidb.net/anime/2402,1,1993-09-25,1993-09-25
2454,Bad Boys,special,https://anidb.net/anime/5295,5,1993-09-25,1998-09-08
2455,Mashin Eiyuuden Wataru: Owarinaki Toki no Monogatari,special,https://anidb.net/anime/5755,3,1993-01-10,1994-01-02
2456,Chouon Senshi Borgman Second: Shin Seiki 2058,special,https://anidb.net/anime/3220,3,1993-01-10,1993-01-12
2457,Daisuki! Hello Kitty,series,https://anidb.net/anime/5874,26,1993-05-10,1994-03-29
2458,Tanoshii Willow Town,series,https://anidb.net/anime/4698,26,1993-07-10,1994-03-31
2459,Fortune Quest: Yo ni mo Shiawase na Boukensha-tachi,special,https://anidb.net/anime/742,4,1993-09-10,1994-10-05
2460,Jungle no Ouja Taa-chan,series,https://anidb.net/anime/4040,50,1993-10-14,1994-09-29
2461,Heisei Inu Monogatari Bow,series,https://anidb.net/anime/3976,40,1993-10-14,1994-09-22
2462,Slam Dunk,series,https://anidb.net/anime/590,101,1993-10-16,1996-03-23
2463,Tokusou Senshatai Dominion,special,https://anidb.net/anime/897,6,1993-10-20,1994-10-21
2464,Ahiru no Pekkle no Sindbad no Bouken,special,https://anidb.net/anime/7808,1,1993-10-21,1993-10-21
2465,Ranma 1/2 (1993),special,https://anidb.net/anime/405,6,1993-10-21,1994-08-19
2466,Pochacco no Wakuwaku Birthday,special,https://anidb.net/anime/7832,1,1993-10-21,1993-10-21
2467,The Cockpit,special,https://anidb.net/anime/813,3,1993-10-22,1994-01-21
2468,Emblem Take 2,special,https://anidb.net/anime/4234,2,1993-10-25,1995-11-21
2469,Aoki Densetsu Shoot!,series,https://anidb.net/anime/1840,58,1993-07-11,1994-12-25
2470,Bonobono,movie,https://anidb.net/anime/7523,1,1993-11-13,1993-11-13
2471,JoJo no Kimyou na Bouken,special,https://anidb.net/anime/788,6,1993-11-19,1994-11-18
2472,Kiki to Lala no Hakuchouza no Ohime-sama,special,https://anidb.net/anime/8236,1,1993-11-21,1993-11-21
2473,Pochakko no Ninjin Hatake wa Oosawagi,special,https://anidb.net/anime/7833,1,1993-11-21,1993-11-21
2474,Aesop Douwa,special,https://anidb.net/anime/6404,3,1993-11-21,1993-11-21
2475,Hello Kitty no Fushigi no Kuni no Alice,special,https://anidb.net/anime/7787,1,1993-11-21,1993-11-21
2476,Kero Kero Keroppi no Kero Kero House no Himitsu,special,https://anidb.net/anime/7793,1,1993-11-21,1993-11-21
2477,Shibaitaroka,special,https://anidb.net/anime/9173,2,1993-11-25,1994-05-21
2478,The Hakkenden: Shin Shou,special,https://anidb.net/anime/3353,7,1993-11-25,1995-03-25
2479,Fantasia,special,https://anidb.net/anime/912,1,1993-11-26,1993-11-26
2480,Time Bokan Oudou Fukko,special,https://anidb.net/anime/3580,2,1993-11-26,1994-01-01
2481,Oishinbo Nichibei Kome Sensou,special,https://anidb.net/anime/4816,1,1993-03-12,1993-03-12
2482,Bishoujo Senshi Sailor Moon R (1993),movie,https://anidb.net/anime/2152,1,1993-05-12,1993-05-12
2483,Choujikuu Seiki Orguss 02,special,https://anidb.net/anime/1326,6,1993-05-12,1995-01-21
2484,Tsuyoshi Shikkari Shinasai: Tsuyoshi no Time Machine de Shikkari Shinasai,movie,https://anidb.net/anime/7378,1,1993-05-12,1993-05-12
2485,Ningyou Rekishi Spectacle Heike Monogatari,series,https://anidb.net/anime/13616,56,1993-10-12,1995-01-26
2486,Coo: Tooi Umi kara Kita Coo,movie,https://anidb.net/anime/2801,1,1993-11-12,1993-11-12
2487,Shima Shima Tora no Shimajirou,series,https://anidb.net/anime/5433,726,1993-12-13,2008-03-31
2488,Sono Kinisasete yo: My My Mai,special,https://anidb.net/anime/2059,2,1993-12-16,1994-01-21
2489,Yokohama Bakkure Tai,special,https://anidb.net/anime/8627,4,1993-12-17,1995-02-21
2490,Boku no Chikyuu o Mamotte,special,https://anidb.net/anime/327,6,1993-12-17,1994-09-23
2491,Aoi Kioku: Manmou Kaitaku to Shounen-tachi,movie,https://anidb.net/anime/4179,1,1993-12-18,1993-12-18
2492,Ginga Eiyuu Densetsu: Aratanaru Tatakai no Overture,movie,https://anidb.net/anime/1308,1,1993-12-18,1993-12-18
2493,Black Jack,special,https://anidb.net/anime/2544,10,1993-12-21,2000-07-25
2494,Kiki to Lala no Hoshi no Dance Shoes,special,https://anidb.net/anime/8238,1,1993-12-21,1993-12-21
2495,Hello Kitty no Yume Dorobou,special,https://anidb.net/anime/7788,1,1993-12-21,1993-12-21
2496,Battle Spirits: Ryuuko no Ken,special,https://anidb.net/anime/1068,1,1993-12-23,1993-12-23
2497,Konpeki no Kantai,special,https://anidb.net/anime/4286,32,1993-12-24,2003-08-22
2498,Mother: Saigo no Shoujo Eve,movie,https://anidb.net/anime/2479,1,1993-12-26,1993-12-26
2499,Susume! Godzilland,special,https://anidb.net/anime/13082,4,??.??.1994,??.??.1996
2500,Hoshizora no Violin,movie,https://anidb.net/anime/6697,1,??.??.1994,??.??.1994
2501,Kiekaketa Monogatari-tachi no Tame ni,movie,https://anidb.net/anime/6996,1,??.??.1994,??.??.1994
2502,Go! Go! Ackman,special,https://anidb.net/anime/6093,1,??.??.1994,??.??.1994
2503,Chuumon no Ooi Ryouriten (1994),special,https://anidb.net/anime/11948,1,??.??.1994,??.??.1994
2504,Robinson Crusoe: Mujintou no Bouken,special,https://anidb.net/anime/13320,1,??.??.1994,??.??.1994
2505,Kageyama Tamio no Double Fantasy,special,https://anidb.net/anime/15487,2,1994-02-01,1994-02-01
2506,Akazukin Chacha,series,https://anidb.net/anime/854,74,1994-07-01,1995-06-30
2507,Nanatsu no Umi no Tico,series,https://anidb.net/anime/2288,38,1994-01-16,1994-12-18
2508,Shounan Jun`ai-gumi!,special,https://anidb.net/anime/4841,5,1994-01-21,1997-01-24
2509,Dirty Pair Flash,special,https://anidb.net/anime/402,16,1994-01-21,1996-04-25
2510,Kero Kero Keroppi no Robin Hood,special,https://anidb.net/anime/7789,1,1994-01-21,1994-01-21
2511,Kattobase! Dreamers: Carp Tanjou Monogatari,movie,https://anidb.net/anime/8613,1,1994-01-22,1994-01-22
2512,Crows,special,https://anidb.net/anime/9345,1,1994-01-28,1994-01-28
2513,Yuusha Keisatsu J-Decker,series,https://anidb.net/anime/2634,48,1994-05-02,1995-01-28
2514,Giant Robo Gaiden Ginrei,special,https://anidb.net/anime/3541,3,1994-02-20,1995-02-21
2515,Hello Kitty no Yume no Oshiro no Ouji-sama,special,https://anidb.net/anime/7856,1,1994-02-21,1994-02-21
2516,Kero Kero Keroppi no Tomodachi ni Narou yo,special,https://anidb.net/anime/7801,1,1994-02-21,1994-02-21
2517,Natsuki Crisis,special,https://anidb.net/anime/3352,2,1994-02-23,1994-04-21
2518,Blue Butterfly Fish,special,https://anidb.net/anime/3515,1,1994-02-25,1994-02-25
2519,Compiler,special,https://anidb.net/anime/1589,2,1994-05-03,1994-05-10
2520,Umeboshi-denka: Uchuu no Hate kara Panparopan!,movie,https://anidb.net/anime/4959,1,1994-12-03,1994-12-03
2521,Dragon Ball Z: Kiken na Futari! Super Senshi wa Nemurenai,movie,https://anidb.net/anime/1070,1,1994-12-03,1994-12-03
2522,Slam Dunk (1994),movie,https://anidb.net/anime/695,1,1994-12-03,1994-12-03
2523,Dorami-chan: Aoi Straw Hat,movie,https://anidb.net/anime/7771,1,1994-12-03,1994-12-03
2524,Doraemon: Nobita to Mugen Sankenshi,movie,https://anidb.net/anime/6586,1,1994-12-03,1994-12-03
2525,Dr. Slump: Arale-chan Hoyoyo!! Tasuketa Same ni Tsurerarete...,movie,https://anidb.net/anime/6626,1,1994-12-03,1994-12-03
2526,Marmalade Boy,series,https://anidb.net/anime/356,76,1994-03-13,1995-03-09
2527,Bishoujo Senshi Sailor Moon S,series,https://anidb.net/anime/2538,38,1994-03-19,1995-02-25
2528,Hello Kitty no Papa Nante Daikirai,special,https://anidb.net/anime/7870,1,1994-03-21,1994-03-21
2529,Kero Kero Keroppi no Bokutachi no Takaramono,special,https://anidb.net/anime/7872,1,1994-03-21,1994-03-21
2530,Final Fantasy,special,https://anidb.net/anime/446,4,1994-03-21,1994-01-08
2531,Soukou Kihei Votoms: Kakuyaku Taru Itan,special,https://anidb.net/anime/3998,5,1994-03-21,1994-01-12
2532,Kero Kero Keroppi no Sora o Tobetara,special,https://anidb.net/anime/7798,1,1994-03-21,1994-03-21
2533,Patty & Jimmy no Kimikoso Superstar!,special,https://anidb.net/anime/7869,1,1994-03-21,1994-03-21
2534,Kiki to Lala no Habatake! Pegasus,special,https://anidb.net/anime/8237,1,1994-03-21,1994-03-21
2535,Plastic Little,special,https://anidb.net/anime/254,1,1994-03-21,1994-03-21
2536,Hello Kitty no Alps no Shoujo Heidi II: Klara to no Deai,special,https://anidb.net/anime/7781,1,1994-03-21,1994-03-21
2537,Tenchi Muyou! Bangaihen: Galaxy Police Mihoshi Space Adventure,special,https://anidb.net/anime/759,1,1994-03-25,1994-03-25
2538,Shin Seiki GPX Cyber Formula Zero,special,https://anidb.net/anime/2462,8,1994-01-04,1995-01-02
2539,Houkago no Shokuinshitsu,special,https://anidb.net/anime/1637,2,??.04.1994,1995-01-27
2540,Kibun wa Uaa Jitsuzai OL Kouza,special,https://anidb.net/anime/8790,1,1994-01-04,1994-01-04
2541,Montana Jones,series,https://anidb.net/anime/3555,52,1994-02-04,1995-01-04
2542,3-Choume no Tama: Uchi no Tama Shirimasenka? (1994),series,https://anidb.net/anime/4678,26,1994-03-04,1994-09-25
2543,Soccer Fever,series,https://anidb.net/anime/3990,51,1994-04-04,1995-03-27
2544,Karaoke Senshi Mike Jirou,series,https://anidb.net/anime/4651,20,1994-04-04,1995-03-24
2545,Goal FH,series,https://anidb.net/anime/3668,39,1994-04-04,1994-12-26
2546,Pacusi,series,https://anidb.net/anime/9338,18,1994-04-04,1995-05-01
2547,Gene Diver,series,https://anidb.net/anime/4671,56,1994-04-04,1995-01-24
2548,Chou Kuse ni Narisou,series,https://anidb.net/anime/2140,39,1994-05-04,1995-03-01
2549,Haou Taikei Ryuu Knight,series,https://anidb.net/anime/542,52,1994-05-04,1995-03-28
2550,Haou Taikei Ryuu Knight,series,https://anidb.net/anime/542,52,1994-05-04,1995-03-28
2551,Asobou! Hello Kitty,series,https://anidb.net/anime/2246,26,1994-06-04,1994-09-28
2552,Shirayukihime no Densetsu,series,https://anidb.net/anime/3674,51,1994-06-04,1995-03-29
2553,Tottemo! Luckyman,series,https://anidb.net/anime/3977,50,1994-06-04,1995-03-23
2554,Omakase Scrappers,series,https://anidb.net/anime/4063,39,1994-07-04,1995-05-01
2555,Ginga Sengoku Gun Yuuden Rai,series,https://anidb.net/anime/1305,52,1994-08-04,1995-03-31
2556,Yuu Yuu Hakusho: Meikai Shitou Hen - Honoo no Kizuna,movie,https://anidb.net/anime/753,1,1994-09-04,1994-09-04
2557,Yamato Takeru,series,https://anidb.net/anime/2311,37,1994-09-04,1994-12-24
2558,Sangokushi Dai San Bu Harukanaru Taichi,movie,https://anidb.net/anime/5408,1,1994-09-04,1994-09-04
2559,Shin Cutey Honey,special,https://anidb.net/anime/215,8,1994-04-21,1995-11-21
2560,My Melody no Ookami-san ni Ki o Tsukete,special,https://anidb.net/anime/10930,1,1994-04-21,1994-04-21
2561,Kiki to Lala no Papa to Mama ni Aitai,special,https://anidb.net/anime/9195,1,1994-04-21,1994-04-21
2562,Kidou Butouden G Gundam,series,https://anidb.net/anime/915,49,1994-04-22,1995-03-31
2563,Crayon Shin-chan: Buriburi Oukoku no Hihou,movie,https://anidb.net/anime/4625,1,1994-04-23,1994-04-23
2564,Osamu to Musashi,movie,https://anidb.net/anime/10209,1,1994-04-25,1994-04-25
2565,Shin Kujakuou,special,https://anidb.net/anime/975,2,1994-05-20,1994-06-17
2566,Dohyou no Oni-tachi,movie,https://anidb.net/anime/7493,1,1994-05-21,1994-05-21
2567,Dosukoi! Wanpaku Dohyou,movie,https://anidb.net/anime/9167,1,1994-05-21,1994-05-21
2568,Dengeki Oshioki Musume Gotaman: Gotaman Tanjou Hen,special,https://anidb.net/anime/1422,1,1994-05-24,1994-05-24
2569,Genocyber,special,https://anidb.net/anime/560,5,1994-05-24,1994-07-21
2570,Bakuen Campus Guardress,special,https://anidb.net/anime/1690,4,1994-05-27,1994-11-25
2571,Mars,special,https://anidb.net/anime/5696,2,1994-10-06,1994-05-08
2572,J League o 100-bai Tanoshiku Miru Houhou!!,movie,https://anidb.net/anime/8619,1,1994-11-06,1994-11-06
2573,Boku wa Kono Mama Kaeranai,special,https://anidb.net/anime/3540,1,1994-06-21,1994-06-21
2574,Nana Toshi Monogatari: Hokkyokukai Sensen,special,https://anidb.net/anime/5612,2,1994-06-22,1994-08-21
2575,Minky Momo in Tabidachi no Eki,special,https://anidb.net/anime/4014,1,1994-06-22,1994-06-22
2576,Iria: Zeiram - The Animation,special,https://anidb.net/anime/197,6,1994-06-23,1994-11-21
2577,Koukou Butouden Crows 2,special,https://anidb.net/anime/5183,1,1994-06-24,1994-06-24
2578,Bronze Kouji Nanjou Cathexis,special,https://anidb.net/anime/2633,1,1994-06-07,1994-06-07
2579,Maps,special,https://anidb.net/anime/2056,4,1994-08-07,1995-02-24
2580,Metal Fighter Miku,series,https://anidb.net/anime/917,13,1994-08-07,1994-09-30
2581,Dragon Ball Z: Super Senshi Gekiha!! Katsu no wa Ore Da,movie,https://anidb.net/anime/906,1,1994-09-07,1994-09-07
2582,Slam Dunk: Zenkoku Seiha Da! Sakuragi Hanamichi,movie,https://anidb.net/anime/696,1,1994-09-07,1994-09-07
2583,Dr. Slump: Arale-chan Ncha!! Wakuwaku Heart no Natsuyasumi,movie,https://anidb.net/anime/6627,1,1994-09-07,1994-09-07
2584,Sore Ike! Anpanman: Lyrical Magical Mahou no Gakkou,movie,https://anidb.net/anime/7559,1,1994-07-16,1994-07-16
2585,Minna Atsumare! Anpanman World,movie,https://anidb.net/anime/7741,1,1994-07-16,1994-07-16
2586,Guskou Budori no Denki,movie,https://anidb.net/anime/6572,1,1994-07-16,1994-07-16
2587,Garou Densetsu: The Motion Picture,movie,https://anidb.net/anime/873,1,1994-07-16,1994-07-16
2588,Yukiwatari,movie,https://anidb.net/anime/6604,1,1994-07-16,1994-07-16
2589,Heisei Tanuki Gassen Ponpoko,movie,https://anidb.net/anime/334,1,1994-07-16,1994-07-16
2590,Osakana wa Ami no Naka,special,https://anidb.net/anime/800,1,1994-07-20,1994-07-20
2591,Hiroshima e no Tabi,special,https://anidb.net/anime/9062,1,1994-07-20,1994-07-20
2592,Haou Taikei Ryuu Knight: Adeu Legend,special,https://anidb.net/anime/616,13,1994-07-21,1995-09-25
2593,Uchuu no Kishi Tekkaman Blade II,special,https://anidb.net/anime/216,6,1994-07-21,1995-04-21
2594,Hello Kitty no Shoukoujo,special,https://anidb.net/anime/7786,1,1994-07-21,1994-07-21
2595,Junkers Come Here: Memories of You,special,https://anidb.net/anime/9205,1,1994-07-21,1994-07-21
2596,Raiyantsuuri no Uta,movie,https://anidb.net/anime/4186,1,1994-07-21,1994-07-21
2597,Super Child,special,https://anidb.net/anime/2760,1,1994-07-23,1994-07-23
2598,Lupin Sansei: Moeyo Zantetsuken,special,https://anidb.net/anime/815,1,1994-07-29,1994-07-29
2599,Street Fighter II: The Movie,movie,https://anidb.net/anime/313,1,1994-06-08,1994-06-08
2600,Kizuna,special,https://anidb.net/anime/794,2,1994-12-08,1995-09-29
2601,Gakkou no Kowai Uwasa: Hanako-san ga Kita!!,series,https://anidb.net/anime/5456,35,1994-08-15,1995-12-29
2602,Tanin no Kankei,special,https://anidb.net/anime/3417,2,1994-08-26,1994-10-21
2603,Heisei Inu Monogatari Bow: Genshi Inu Monogatari Bow,movie,https://anidb.net/anime/4089,1,1994-08-20,1994-08-20
2604,Ai to Yuuki no Pig Girl Tonde Buurin,series,https://anidb.net/anime/1392,51,1994-03-09,1995-08-26
2605,Ranma 1/2: Chou Musabetsu Kessen! Ranma Team VS Densetsu no Houou,movie,https://anidb.net/anime/2850,1,1994-08-20,1994-08-20
2606,Asobo Toy-chan,series,https://anidb.net/anime/4679,53,1994-05-09,1996-03-28
2607,Onikirimaru,special,https://anidb.net/anime/3494,4,1994-09-09,1995-07-21
2608,Ghost Sweeper Mikami: Gokuraku Daisakusen!!,movie,https://anidb.net/anime/1506,1,1994-08-20,1994-08-20
2609,Grappler Baki,special,https://anidb.net/anime/1512,1,1994-08-21,1994-08-21
2610,Kobo-chan Special: Matsuri ga Ippai!,special,https://anidb.net/anime/7351,1,1994-09-15,1994-09-15
2611,Yuugen Kaisha,special,https://anidb.net/anime/828,4,1994-08-25,1995-02-25
2612,Samurai Spirits: Haten Gouma no Shou,special,https://anidb.net/anime/932,1,1994-09-18,1994-09-18
2613,Cosmic Fantasy: Ginga Mehyou no Wana,special,https://anidb.net/anime/4328,1,1994-08-25,1994-08-25
2614,Tenshi Nanka ja Nai,special,https://anidb.net/anime/4086,1,1994-09-21,1994-09-21
2615,Macross Plus,special,https://anidb.net/anime/67,4,1994-08-25,1995-06-25
2616,Kuni-chan no Ikka Ranran,movie,https://anidb.net/anime/10823,1,1994-09-23,1994-09-23
2617,Tanin no Kankei,special,https://anidb.net/anime/3417,2,1994-08-26,1994-10-21
2618,Taiho Shichau zo: You`re Under Arrest,special,https://anidb.net/anime/2690,4,1994-09-24,1995-11-25
2619,Tenchi Muyou! Ryououki (1994),special,https://anidb.net/anime/2509,6,1994-09-25,1995-09-25
2620,Gatchaman,special,https://anidb.net/anime/858,3,1994-01-10,1995-01-04
2621,Bounty Dog: Getsumen no Ibu,special,https://anidb.net/anime/1179,2,1994-01-10,1994-01-11
2622,Musekinin Kanchou Tylor: Tokubetsu Hen - Hitoribocchi no Sensou,special,https://anidb.net/anime/71,2,1994-01-10,1994-02-11
2623,Oyako Club,series,https://anidb.net/anime/6657,1818,1994-03-10,2013-03-30
2624,Blue Seed,series,https://anidb.net/anime/644,26,1994-05-10,1995-03-29
2625,Otaku no Seiza,special,https://anidb.net/anime/3533,2,1994-07-10,1994-11-23
2626,DNA2: Dokoka de Nakushita Aitsu no Aitsu,series,https://anidb.net/anime/81,12,1994-07-10,1994-12-23
2627,Shinken Densetsu: Tight Road,series,https://anidb.net/anime/2098,13,1994-07-10,1994-12-28
2628,Darkside Blues,movie,https://anidb.net/anime/961,1,1994-08-10,1994-08-10
2629,Mahoujin Guru Guru,series,https://anidb.net/anime/311,45,1994-10-13,1995-09-14
2630,Macross 7,series,https://anidb.net/anime/442,49,1994-10-16,1995-09-24
2631,Magic Knight Rayearth,series,https://anidb.net/anime/127,49,1994-10-17,1995-11-27
2632,Captain Tsubasa J,series,https://anidb.net/anime/507,47,1994-10-21,1995-12-22
2633,Tanjou: Debut,special,https://anidb.net/anime/1155,2,1994-10-21,1994-12-21
2634,Nanatsuko Nezumi Series,special,https://anidb.net/anime/11943,3,1994-10-21,1994-10-21
2635,Aozora Shoujotai,special,https://anidb.net/anime/198,7,1994-10-21,1996-08-21
2636,Dengeki Oshioki Musume Gotaman R: Ai to Kanashimi no Final Battle!!,special,https://anidb.net/anime/5214,1,1994-10-24,1994-10-24
2637,Ninkuu: Knife no Bohyou,special,https://anidb.net/anime/3209,1,??.11.1994,??.11.1994
2638,Captain Tsubasa: Saikyou no Teki! Holanda Youth,movie,https://anidb.net/anime/3972,1,1994-06-11,1994-06-11
2639,Oira Uchuu no Tankoufu,special,https://anidb.net/anime/2447,2,1994-11-11,1995-01-27
2640,Kyoufu no Kyou-chan,series,https://anidb.net/anime/9013,7,1994-11-13,1995-05-03
2641,Shippuu! Iron Leaguer: Silver no Hata no Moto ni,special,https://anidb.net/anime/4140,5,1994-11-21,1995-04-25
2642,Kusatta Kyoushi no Houteishiki,special,https://anidb.net/anime/2375,2,1994-11-25,1995-11-24
2643,Saitama Bousou Saizensen Flag! Shinimonogurui no Seishun!!,special,https://anidb.net/anime/9161,1,1994-01-12,1994-01-12
2644,Sekai Meisaku Douwa Series: Wow! Maerchen Oukoku,series,https://anidb.net/anime/3676,26,??.12.1994,??.??.1995
2645,Osawaga! Super Baby,movie,https://anidb.net/anime/7355,1,1994-04-12,1994-04-12
2646,Bishoujo Senshi Sailor Moon S: Kaguya-hime no Koibito,movie,https://anidb.net/anime/2151,1,1994-04-12,1994-04-12
2647,Aoki Densetsu Shoot! (1994),movie,https://anidb.net/anime/2097,1,1994-04-12,1994-04-12
2648,Nanja Monja Obake,special,https://anidb.net/anime/12938,1,1994-06-12,1994-06-12
2649,Shura ga Yuku,special,https://anidb.net/anime/9174,2,1994-09-12,1995-05-21
2650,Key the Metal Idol,special,https://anidb.net/anime/302,15,1994-12-16,1997-06-18
2651,Ranma 1/2 Special,special,https://anidb.net/anime/2995,2,1994-12-16,1995-02-17
2652,Wild 7,special,https://anidb.net/anime/4098,2,1994-12-17,1995-02-21
2653,Onigara,movie,https://anidb.net/anime/6362,1,1994-12-22,1994-12-22
2654,The Adventure of Stray Sheep,special,https://anidb.net/anime/9530,12,1994-12-25,1999-12-25
2655,A Piece of Phantasmagoria,special,https://anidb.net/anime/5588,15,??.??.1995,??.??.1995
2656,Haier Xiongdi,series,https://anidb.net/anime/14837,212,??.??.1995,??.??.2001
2657,Oni no Ko to Yuki Usagi,movie,https://anidb.net/anime/10614,1,??.??.1995,??.??.1995
2658,Zi Gu Yingxiong Chu Shaonian,series,https://anidb.net/anime/14866,101,??.??.1995,-
2659,Kid`s Castle,movie,https://anidb.net/anime/5153,1,??.??.1995,??.??.1995
2660,Jiao Jiao Yu Jing Jing,series,https://anidb.net/anime/15219,10,??.??.1995,-
2661,Yoru no Okite,movie,https://anidb.net/anime/6993,1,??.??.1995,??.??.1995
2662,Kipling Jr.,movie,https://anidb.net/anime/8283,1,??.??.1995,??.??.1995
2663,Tobira o Akete (1995),special,https://anidb.net/anime/4136,1,??.??.1995,??.??.1995
2664,Donguri to Yamaneko (1995),special,https://anidb.net/anime/14443,1,??.??.1995,??.??.1995
2665,Hello Kitty no Shiawase no Tulip,special,https://anidb.net/anime/7785,1,1995-07-01,1995-07-01
2666,Chibi Maruko-chan (1995),series,https://anidb.net/anime/1842,TBC,1995-08-01,-
2667,Kuusou Kagaku Sekai Gulliver Boy,series,https://anidb.net/anime/2099,50,1995-08-01,1995-12-24
2668,Kishin Douji Zenki,series,https://anidb.net/anime/558,51,1995-09-01,1995-12-25
2669,Suna Asobi,special,https://anidb.net/anime/13865,1,1995-10-01,1995-10-01
2670,Ninkuu,series,https://anidb.net/anime/712,55,1995-01-14,1996-02-24
2671,Romeo no Aoi Sora,series,https://anidb.net/anime/2023,33,1995-01-15,1995-12-17
2672,Sotsugyou: Graduation,special,https://anidb.net/anime/1241,2,1995-01-21,1995-02-21
2673,Iczer-Girl Iczelion,special,https://anidb.net/anime/1246,2,1995-01-27,1995-03-24
2674,Ougon Yuusha Goldran,series,https://anidb.net/anime/3154,48,1995-04-02,1996-01-27
2675,DNA2: Dokoka de Nakushita Aitsu no Aitsu (1995),special,https://anidb.net/anime/1611,3,1995-02-21,1995-06-25
2676,Yamato 2520,special,https://anidb.net/anime/2919,3,1995-02-21,1996-08-25
2677,Armitage III,special,https://anidb.net/anime/420,4,1995-02-25,1995-11-25
2678,Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi,movie,https://anidb.net/anime/697,1,1995-04-03,1995-04-03
2679,Marmalade Boy (1995),movie,https://anidb.net/anime/1259,1,1995-04-03,1995-04-03
2680,Dragon Ball Z: Fukkatsu no Fusion!! Gokuu to Vegeta,movie,https://anidb.net/anime/1071,1,1995-04-03,1995-04-03
2681,Bishoujo Senshi Sailor Moon Super S,series,https://anidb.net/anime/2540,39,1995-04-03,1996-02-03
2682,Doraemon: Nobita no Sousei Nikki,movie,https://anidb.net/anime/6585,1,1995-04-03,1995-04-03
2683,2112-nen Doraemon Tanjou,movie,https://anidb.net/anime/2691,1,1995-04-03,1995-04-03
2684,Kaiketsu Zorro,series,https://anidb.net/anime/2863,52,1995-06-03,1995-05-16
2685,Junkers Come Here,movie,https://anidb.net/anime/1325,1,1995-03-18,1995-03-18
2686,Atashi Tenshi Anata Akuma,special,https://anidb.net/anime/4719,2,1995-03-21,1995-06-21
2687,Makeruna! Makendou,special,https://anidb.net/anime/2719,1,1995-03-25,1995-03-25
